Text,label
"let's hope and pray, we go a wiser way! let's hope and pray, we go a wiser way!",1
"my grandmother took me and my sister out to see this movie when it came out in theaters back in 1998, and so we happily bought the tickets, the popcorn and soda, and walked right in to the theater and sat down to watch the movie. when it was over, the audience didn't applauded strongly, i remember that i heard a few people say that they didn't like it at all, i didn't like it, i thought that it was rather stupid, and not worth seeing. eddie murphy was hysterical in this, but apart from him, the whole movie was bad, i rarely laughed at the parts in this, i also remembered that the other people in the theater almost hardly even laughed. and what i really thought was bad was making the animals talk, because talking animals only exist in cartoons, in live action movies, they are totally a mutt! i said that apart from eddie murphy's hysterical twist he brings in, this movie is not worth watching, it is rather stupid.i have seen eddie murphy in several of movies and i thought that he was funny in those, i have just said that he was the only funny part of this movie, i also have not seen eddie murphy in the really great movie, the adventures of pluto nash. this movie is not a movie that i would really recommend that you see, because apart from eddie murphy, you probably are not going to like this, especially because of a lot the the talking animals in it! i'll give this movie a rating of 3 stars out of a possible 10 stars.",0
at opening day the commerce bank quot c quot mascot just walked by. the bank is changing its name will the quot c quot lose its job?,0
can't get enough of csi new york,1
i bought this flavor because i felt vanilla flavor is usually not sugary and the 8 ounce plain milk would be too bland.but organic valley made an exception it is too sweet.will not buy this next time,0
"this extract is strange... i put a little into my recipe and it sort of had an almost peanut buttery hint of flavor, but not quite, so i thought it needed a bit more. i put in the tiniest bit more and the flavor changed drastically and tasted not like peanut butter, but like alcohol. not good at all.",0
"not 100 organic, which is a shame. but it has a great texture. its awefully sticky, but i like that. as do 2 out of 3 people that i sampled. 7g of protein which is pretty good and 5g of fiber. great for a mid afternoon pick me up or those on the way to the gym. because its a softer texture and raisins and perhaps the myriad of syrups, its awefully moist and doesnt need to be washed down with water like other 'trail mix' type bars. its also gluetin free for those people who need to worry about that. the raisin really did seem particularly fresh. not too much in the vitamin and mineral dept unfortunately. the sticky texture got a little much, for my tastes and the bar was a little small, but all in all highly recommended! enjoy!",1
"i really, really enjoyed watching this movie! at first, seeing its poster i thought it was just another easy romantic comedy ... but it is simply more than this! i personally believe that this idea that i'm sure a good part of the viewers had just before they saw the movie it's yet another important part of the big concept of this movie itself or even of its marketing strategy ! what i mean is nowadays we are slaves to images! to impressions! i went to the cinema to view this film having the wrong impression, the wrong expectations, and at the end i felt how superficial i could be! to exemplify it comes to my mind the sequence near the end in which sidney buys the plane ticket to go back to new york and as he is asked to 'give an autograph', meaning to sign for the ticket, he believes that just because he got on tv thanks to the scandal at the awards he is now some kind of celebrity. and this is just, i believe, the climax of this main theme around which the movies revolves. above this, i believe the movie also offers us a solution to get along with this, illustrated throughout the movie by sidney's attitude don't become too serious about yourself or about anybody else ... even saints were people in the beginning ... as sophie once says in the movie. the saints of the moment are the stars. we attribute them an 'aura' of perfection, of eternal happiness, but the reality is much less than that. even the saints of any religion are images, ideal models of how to behave and how to live your life. even they were not for real ... they became 'for real' after they died and we looked back at them. and that's the catch we need our saints! we need our stars! we strive for them as if it wasn't for them we wouldn't have anything to strive for. and television and all other media are means to create and capture our strivings. we desperately need benchmarks in regard to which to measure ourselves. and that's how we got in the cinema to watch this movie in the first place to see if we can fit the benchmark, or if the benchmark is to small for us. this time it was larger than we expected.",1
"what i like about this product made with better ingredients frosted but not too sweetadmit it, we all love pop tarts but those things have way too many unnecessary ingredients and sugar. i was so happy nature's path provided an alternative. i love the acai flavor it is not too sweet but still satisfying the need for a sweet tooth.",1
this sauce isn't that good for someone who really likes things hot. i eat naga jolokia sauce on a daily basis and this doesn't quite reach the same heat level and the taste is really bad in comparison. i'm not a fan of the extract flavor and i suggest trying a naga jolokia sauce if eating on an individual meal. i haven't tried this in a pot of food so maybe in that sense it works well but that's not what i use it for.,0
"from the opening scene aboard a crowded train where a ruthless pickpocket is at work richard widmark stealing from a woman's purse jean peters , pickup on south street is relentlessly fascinating to watch. partly it's because the acting is uniformly strong from the entire cast, the b w photography is crisp and adds to the starkness of the story and characters, and because samuel fuller's direction puts him in the same league with the biggies like john asphalt jungle huston. in fact, it has the same urgency as the huston film about a heist that goes wrong but the payoff is not quite as strong.jean peters is excellent as the hard edged girl whom widmark describes as being knocked around a lot . she gives a lot of raw energy and sex appeal to her role of the not too bright woman carrying a micro film in her purse for her boyfriend richard kiley , something the fbi already knows about. they're on her trail when the theft occurs.thelma ritter adds realism to her portrait of a woman called moe who buys and sells anything to make a profit and ends up paying for it with her life. she's particularly touching in her final scene with kiley.this one is guaranteed to hold your attention through its one hour and twenty minute running time. good noir from fox and notable for the performances of widmark, peters and ritter.",1
"back in his youth, the old man had wanted to marry his first cousin, but his family forbid it. many decades later, the old man has raised three children two boys and one girl , and allows his son and daughter to marry and have children. soon, the sister is bored with brother 1, and jumps in the bed of brother 2.one might think that the three siblings are stuck somewhere on a remote island. but no they are upper class europeans going to college and busy in the social world.never do we see a flirtatious moment between any non related female and the two brothers. never do we see any flirtatious moment between any non related male and the one sister. all flirtatious moments are shared between only between the brothers and sister.the weakest part of gladiator was the incest thing. the young emperor commodus would have hundreds of slave girls and a city full of marriage minded girls all over him, but no he only wanted his sister? if movie incest is your cup of tea, then sunshine will slowly thrill you to no end.",0
"although cameron grant was clearly hired to replace andrew blake over at ultimate pictures when the latter started his own company studio a , he practically outdid the master right out of the gate when it came to setting up steamy sex scenes. so, while all the window dressing blake had pioneered starlets in fetish lingerie and sun glasses, coiffed and made up as if they're about to hit the catwalk remained very much present and accounted for, grant added his own personal spin to the carnal content. in doing so, he raised the heat to a level that had eluded big a ever since his first and imho best film night trips. cam's maiden effort, elements of desire, might still have been handicapped by an overly slavish adherence to the blake aesthetic with a surfeit of girl on girl gropes , but his subsequent dinner party already shows him at the top of his form in what must surely rank as his masterpiece.the title spells out the premise as a group of well to do friends and acquaintances gather over dinner to swap sexy stories, with an extended orgy at the conclusion. scrumptious juli ashton and tammy parks smear food stuff all over each other's flawless physiques in their kitchen sequence that is sure to delight those with a taste towards combining pleasures of the palette with those of the flesh. busty crystal gold here catalina was rarely more than a reliable second stringer, adding spice to several ona zee bargain basement noirs, yet looks absolutely stunning here in a romantic four poster frolic with fabio lookalike vince voyeur. beautiful blondes kylie ireland and yvonne, making out with marc davis for the record, the latter two were an item at the time under a waterfall, complete the eye candy section of the movie.time to get cooking ! early jenna jameson daisy back then foreshadows the greatness to come as she drains frank towers mark slade on his subsequent shift to the gay side of the industry of all vital juices, albeit with a little help from brunette diva for effective contrast, the scene's stylish industrial setting providing an atmospheric backdrop to the full tilt sex taking place. impossibly hunky construction worker gerry pike seeks to cool off on a sweltering summer day by hosing down, a prospect too tantalizing for prim 'n' proper business woman asia carrera at her all time most achingly pretty to pass up. best of show must be the imaginative sequence that has nasty norma jeane and handsome sean michaels teasing the pants off each other for starters ! while separated by a glass partition right until the predictably splashy conclusion.with sex that proves either artsy or hot, and more often than not both, grant has concocted a veritable sm rg sbord of fleshy wares to continue the film's gastronomic analogy the title implies. couples may be the prime intended audience, but an alternation between naughty 'n' nice should rightfully include that something for everything recipe so many adult features are aiming for. acting as his own dop, the director shows great eye for detail, like the shot of asia carrera's pristine white shoes being spattered with mud, enriching his vision. this marks him out as a great filmmaker rather than a merely serviceable one, as was the case with nick steele who stepped up to take his place at ultimate effectively making him a replacement's replacement ? when he packed up for greener pastures.",1
chillin jenny ? i'm bored please come at home an go online,1
"king of masks bian lian in china is a shockingly beautiful and profoundly touching film. winner of 16 awards from around the world, this film based on a true story centers on wang bianlian, a street performer in 1930s china who is growing older but has no heir to pass on his art of face change opera. he has a unique talent of quickly changing masks in performance, and no one knows how he does it. he has a longing desire to have a grandson, as his art is a family heirloom that can only be passed on to a male heir. we then go to the streets, and see that people are selling their children because they can't afford to take care of them some are even begging to take their daughters for free, because daughters are not worth much in this society. wang bianlian's story goes on from there.the film was so astonishingly good, the acting was amazing, and the issues were so weighty and well addressed. there is the gender inequality and the depressing fact that in this time and place, no one wants a little girl. also interesting to note is that the famed opera actor who always plays a woman and is known as the living bodhisattva is a man who dresses as a woman, and while he is famous and well respected, he regards himself as something low, a half woman. as we go further into the film, the face the issues of human slave trade and its demand and thus the lack of a possible solution for it, the brutality and corruption of the military and police, and the helplessness and lack of power any individual can face due to unfortunate events or even good intentions.this is definitely one of the best movies i have ever seen in my life, and xu zhu, the actor who plays wang bianlian, presents yet another beautiful performance.",1
"as someone who loves japanese style green tea, i highly recommend stash's regular green tea. that's why i ordered their green decaf. however, this decaf does not have the same qualities as their regular green tea. the tea is not green in color it is more of a brownish color and it doesn't have that fresh green taste i enjoy with their caffeinated version. maybe green tea just doesn't keep its color or flavor when it is decaffeinated. it's not too bad though, and i'll have to keep trying it to see if it grows on me. i actually have not found the perfect green decaf yet.ps after a long period of thinking i didn't like it, then going back to try it again, it may not be as bad as i first thought. most green decafs disappoint, so don't consider any green decafs as having true green tea flavor. stash's isn't objectionable like some, it's just bland. it's a bit better than most green decafs, but not nearly as good as good japanese caffeinated green tea. for true green tea taste, try a japanese sencha or macha caffeinated tea, like kirkland's signature macha or yamamotoyama teas. i very much dislike the stash organic premium decaf green however, and urge you not to buy it. i have a concern about the levels of fluoride in green teas especially chinese teas, so i've read , but i suppose if consumed in moderation, like everything else, the risks shouldn't be of great concern, and the benefits probably outweigh them.",0
i was introduced to the village mixes brand a few years ago. a friend brought some brownies to a party and everyone went crazy over them. the pancakes and apple crisp mixes are great too.,1
i used to eat mounds when i was a kid. this box was delivered very fast and they were very fresh. i have already ordered another box. i recommend this item to anyone that likes fresh candy.,1
i miss everybody already,0
"i'm not sure if there was a bad batch of these sent out in 2011 or something, but the bag i bought for my son on 5 27 12 was really quite good. if you're familiar with the nature valley oat and honey granola bars, the oatmeal barbara's snackimals taste almost exactly like those, only they're much neater to eat and easier to chew since they're thinner and smaller. yes, the cookies have a tendency to break, but they taste great . my son 2 1 2 loved them, and even his two cousins 6 and 2 1 2 , who get more sugary treats than he did, helped to demolish the bag. all the adults were a bit jealous, i think the snackimals were much tastier than our potato chips . . .",1
"i decided to try these cookies since they are individually wrapped actually 2 cookies in a pack so i knew this would help with portion control. when i ordered, i wasn't sure if you got 100 cookies total or 100 packs 200 cookies , so i was pleasantly surprised to get 100 packs. they have a great taste to them with a hint of cinnamon and a nice crunch which i enjoy. the only things that i have noticed is there are no big raisins in them. it seems more like a raisin paste to me. that's not a big deal to me, but that may matter to some. there is also no nutritional information on them, which is disappointing. all in all, i really like them and will be ordering them again.",1
"cheers to all the wonderful fans of this film that have not only seen and appreciate it, but based on the many literate comments actually get it! i for one have always considered paul mazursky's tempest a musing on the shakespeare play of the same name, as has been noted in a few of the other reviews here. on the other hand, if you're looking for a more straightforward adaptation of the play, you should look elsewhere. as an experiment, however, it succeeds just spectacularly. charming, moving, funny, sad, dramatic ... it's all of that and much more. cast, locations, script, music are just fantastic. cassavetes and rowland were never better. susan sarandon's turn more than hinted at the great work to come from her in the future. molly ringwald makes her film debut memorable and you just have to love raul julia's performance ... he steals the show in several scenes. what's more, the always great cassavetes was confident and assured enough a performer to have let him! a study on what the thematic elements of shakespeare's classic might be life if updated into more modern times, mazursky's tempest burns brilliantly!",1
very disappointed. made my cat sick. total waste of money. back to just eating tuna for our girl. can't afford to waste money.,0
"film follows a bunch of students in the nyc high school of the performing arts. there's coco irene cara a black singer who will make it to the top despite everything. she's helped by bruno lee curren a white musician. then there's doris maureen teefy who wants to be an actress but she's shy and scared. she becomes friends with motgomery paul mccrane purportedly the only gay student in the school and is romanced by raul barry miller . then there's leroy gene anthony ray who sadly died in 2003 who's homeless and a great dancer but can't read. then there's various teachers albert hague, anne meara stand out trying to teach the kids.the songs are great the title tune and out here on my own were nominated for best song fame won , the dances are energetic and the young cast shows plenty of ambition and talent. but this film misses the boat in the drama department. many plot lines are brought up and completely left open ended by the end of the movie. why did coco do a porno? did doris and raul remain together afterwords? did either make it? how about montgomery what happened to him? and did leroy ever graduate and how? there are too many long speeches raul has two and moments that just lead to nothing. i'm assuming there were cuts in the script i can't believe the movie just left all this open. still, it's worth seeing for the acting and, again, the music. there's basically not one bad song and the dances go full force and at one point stop traffic literally! . my favorites are fame , out here... and i sing the body electric which is a great closing song. so i recommend it but can only give it a 7 the script really needed to tie up loose ends and it didn't.trivia they wanted to shot this film at the actual school for performing arts but couldn't get permission. the dean of the school read the script and said there was way too much swearing in the film. that is true there is a lot of foul language but that's how high school kids talk. avoid the tv version which abysmally overdubs it.",1
"awesome! and when you review, please be honest.",1
my daughter loves this food! i tried it and its good!added bonus is the dha.,1
i'm really missing 1205 right now xo,0
"but i want to say i cannot agree more with moira.what a wonderful film.i was thinking about it just this morning, wanting to give advice to some dopey sod who'd lost money on his debit card through fraud, and wanted to say 'keep thy money in thine pocket' and realised i was talking like james mason.even tho he didn't say those words, i still think he would! i've never forgotten 'are ye carrying?' in his reconciliation with his son, hywel bennet 'always have money in thine pocket!' good advice.not enough kids have fathers with such unforgiving but well meant attitudes any more. or any father at all.it would be a good thing for us to reinstate 'thee', 'thy' and 'thine' in our language to show we care. it is only the same as 'tutoyer' in french or 'du' in german.addendum i just realised that a lot of my remarks were about james mason in the family way!i think it's because i mixed up susan george with hayley mills. well, easy mistake.i stand by the comments tho'.and spring and port wine is so very similar to the family way.when you took a girlfriend to the pictures in those days, you really had something to say and talk about afterwards, something that affected your knowledge of the world and your personal development.theatrical experiences are almost real, and they are important in helping young people to grow up.it doesn't happen now, i think, that teenagers can just go to the pics like we did.",1
the ingredients look great except for the titanium dioxide. why do i need the colorant when i am putting it in my mouth. i don't care if it looks whiter when i take it out of the container because they added the titanium dioxide. i dont want something like that in there. looked up titanium dioxide on wiki and it doesnt look like a desirable ingredient.could of been a great product. too bad.the use of food colorants bedevils me. why add crap like that to foods. let them stand on their own color merits.,0
i deserve so much better than this,0
"be very afraid of anyone who likes this film. they probably inhaled too many paint chips as a child. its so awful i refuse to relive a plot. o yeah, there wasn't one! this movie is a true definition of what hollywood creates for people who don't want to think at a theatre. do the bad guys win? do the good guys win? who cares!",0
oh no!!! that is really really sad,0
"being a first time dog owner, i wanted to make sure that my dog would eat the right food. i had her first on purina, thinking that it is a good brand food for her. however, after talking to other dog owners, i started to research the different brands and found the blue buffalo to be one of the better ones out there. my dog didn't eat the purina very well, i always had to mix some can food with the dry stuff. i don't have that problem with the blue buffalo. from day one mixing it according to the directions 25 new food with 75 'old' food she ate all the blue buffalo. never had to mix any can food with the dry. her poop is never too soft or runny. the only thing i noticed is that she actually eats more then the old brand. she has 1 cup in the morning and 1 cup in the evening. she is only 23 lb's but her activity level is very high. she goes for an 1 hr walk with me every morning and does a lot of running around in the yard. as long as the vets thinks she is in great shape, i'm not too concerened yet. i buy it online 15 lb bag for 30 and get free shipping with amazon. that is 2 per lb ver. a 6 lb bag 19 a bag 3 a lb in a store.updated march 2012why is the 15 lb bag not available anymore with amazone? i have been checking it for the past 2 weeks and i can't order it.",1
"i love this brand! the best hazelnut flavor ever! i wait for it to go on sale because it is more expensive than the other brands. also, as another reviewer noted, it does say decaff on the bottom of the package! it really should state that in the product description. i've noticed the packages from bed, bath and beyond did not state this but can't imagine both are available. i'll still purchase it because the flavor is so smooth.",1
"one of the worst movie i have seen in 2009 so far the story hesitates between a silly thriller or a dumb comedy.as nothings happens, the void is filled with long, boring dialogs that don't make any sense! the cast is famous but doesn't bring any emotions except to fast forward the play! and it happens in a plush seaside hotel that looks really gloomy. in comparison, the one of the shining is funfair! nb a lot of users think that it is located in the french riviera! they are wrong! it isn't the south of france nice, cannes but totally the opposite cabourg normandy, to be simple the beaches of the d day! that's why the sea is as grey as the sky and there isn't sun!",0
"this is soup. very thin, watery and insubstantial. will not order again. there were not even whole lentils in this broth.",0
"fermented agave nectar is a really refreshing drink with a twist of lime. i usually use a wine yeast when i make some. in mexico they ferment an agave drink called pulque. the best kind of nectar to use in dark unfiltered, it has the most nutrients. i find it helps to add a little honey to get the yeast going. i use about 1 2 gallon of nectar to make a 3 gallon batch. it takes a long time to ferment like honey. you can also distill pulque to make teqkillya! a good addmixure plant to agave nectar is yarrow. yarrow contains thujones, the active intoxicant found in absinthe derived from wormwood but without all the toxic sideffects. it can be 5 alcohol but with yarrow added it'll feel more like 8 alcohol. cactus prickly pears are also good to mix in agave nectar fermentations but it's an expensive addition. there's nothing like it on a hot day. yeah, i know most of you won't like my review. oh well, i'll deal with it.",1
is feelin very very ill,0
"i have wrestled with death. it is the most unexciting contest you can imagine. it takes place in an impalpable grayness, with nothing underfoot, with nothing around, without spectators, without clamor, without glory, without the great desire of victory, without the great fear of defeat, in a sickly atmosphere of tepid skepticism, without much belief in your own right, and still less in that of your adversary. if such is the form of ultimate wisdom, then life is a greater riddle than some of us think it to be. marlow in joseph conrad's heart of darkness it's difficult to make lyrical the subject of death in any work of art. yet movies have recently made bold attempts to humanize it to the extent that it is embraced as a part of the cycle of all living things, and it can be chosen rather than legislated. chosen is the operative word for alejandro amenabar's sea inside, based loosely on the true story of the galician sailor ramon sampedro. it is a drama about euthanasia without prejudice clothed in love, poetry, and friendship. if it sounds like barbarian invasions 2003 , in which a cancerous professor says farewell to lifelong friends and loves before he takes his life, then you are right. in fact, sea is better because it spends more intimate time with the protagonist before he goes, a remarkable feat with not one of those moments in the least dull or uninteresting.javier bardem as ramon has expressive eyes and commanding voice for the romantic quadriplegic, a combination of tough realist and poetic sufferer. belen rueda plays the disabled lawyer julia, who becomes an imaginary lover for ramon, increasing in radiance as her life degenerates with disease. added to the already almost soap opera circumstance is lola duenas as rosa, a blue collar visitor who initially tries to dissuade ramon from seeking death but quickly falls in love with him. talk about romanticizing disability this guy has unbelievable luck attracting substantial women, and he can't move a finger. but talk he can, proving the ultimate argument about what women want love that speaks, not just makes.i will refrain from mentioning the major motion picture now up for an oscar that features euthanasia as its climax in order not to spoil the experience for first timers. sufficient it is just to say both films are successful in opening up both sides of a contentious subject without forcing a specific point of view. the religious right has a right to complain that the former film and barbarian invasions celebrate suicide it has no right to accuse the beautifully balanced sea inside of the same. a life in this condition has no dignity, ramon says. the irony is he conducts himself with supreme dignity that makes anyone question his determination to end his life. the sea inside is a formidable entry in 2004's oscar nominations for best foreign language film.",1
anyone hungry? bite on this,1
i love these. delicious and better then any potato chip. i prefer theses of nuts and seeds. so good i recommend these to everyone.,1
"they just dont have that slim jim snap. really, they are kind of gross. m brother seems to like hem though so all is not lost.",0
"i really like the idea of this all natural jerky,but it's pretty difficult to get past the texture and hardness. the flavor is ok but if you get my meaning, it's hard to get to the flavor when you feel like you're chewing on a piece of hard dry leather. i got the box of 1 oz packs and it's pretty consistent among the packs.",0
"somewhere, buried very deep inside this film is a half way decent movie trying to get out. the only traces are a few early scenes in los angeles in a bar and a graveyard and thereafter a couple of pieces of production design. like i say, buried very deep. one of the biggest challenges faced by movies involving the supernatural is how to have characters react believably in unbelievable situations. annie mcenroe's reaction to being told that her sister presumably dee wallace from the first movie is was? a werewolf is, if i recall, along the lines of oh! really? . not one of the better responses to said challenge. the non sequitirs continue as the story moves to trannsylvania in search of stirba the apparently self appointed queen of the werewolves . as stirba, sybil danning is the two best things in the movie. yes, even better than the werewolf group sex scene, reb brown's acting, and the oddly simian looking werewolf suits. the end credits have assumed minor legend status and are available in all their glory at least until the censor finds them on youtube. check them out to see why and remember, the whole film makes about the same amount of sense. if you happen to catch this on us television the credits have been re edited to replace the endlessly repeated shot of danning ripping off her top with another endlessly repeated shot of her ripping open a cloak only this time she has some kind of top on underneath. it's a sort of absurdity, cherry on top moment which defies satire.",0
"these bunny grahams taste terrible. i really hoped my kids would love them because they are organic, but i couldn't even eat them. we threw them all away. they taste like cardboard and also smell like cardboard. i don't know what everyone else is trying and why their reviews are so positive but these are terrible.",0
"my 5 year old australian shepherd, pete, has put on a lot of weight in the last 18 months, so i was curious to see how he would take to a low calorie treat.i placed a regular size milk bone, a small beggin' strip, and a zoe treat stick side by side on the carpet and invited pete to help himself.being wary like most aussies, he cautiously sniffed each offering, then took the milk bone. when he was finished with the milk bone, he picked the beggin' strip. finally, when there was only one choice left, he took the zoe treat stick.i did this test with him four times to see if he would develop a taste for the zoe treat sticks, but the results were always the same.from a health and caloric point of view, the zoe treat sticks may be the better choice, but pete's interested in them only if nothing else is available.i suppose that's true of people and diet food too.at any rate, pete gives 'em 2 stars.",0
"i just noticed your reply. i'm doing much better, thank you. things were rough but it's all smoothing out.",1
do such things as working from home actually exsist ?i have been looking but see nothing,0
"my milk supply began to decrease significantly after i started back to work my son was about six month's old at this time . i took and still take, 3 tablets of fenugreek and blessed thistle each per day at least twice a day. if i am not able to pump, i add another round of the herbs and let my son nurse more, to keep my milk supply going strong. this is a wonderful blessing to know that my milk supply can easily be reestablished, if stress, schedule or other factors inhibit our desire to feed the old fashion way! five stars for fenugreek and blessed thistle, too! as a side note, the lactation nurses have told me, that these herbs do lower your blood sugar, so they should be taken with food. i say that from experience. all in all, it more than met my expectations.",1
off to church!,1
"the different jelly beans are like the harry potter movie, that said, some of them were not yummy, think earwax. so of course the kids loved them!!",1
this is a great product. we love indian food and this is full of flavour! i would warn anyone who does not like hot food not to buy it though. it is really spicy and very hot but we love it....can't get enough!,1
"what a total bummer!!! my little jack a bee loves these chicken chips, but unfortunately they are made in china thank you amazon reviewers for bringing this to my attention! and since we love our dog we won't be buying any more these as chinese manufacturing quality is suspect, to say the least.i wish the smokehouse people would address this issue and try to assure people that there is some sort of quality control is in place.so disappointed.pam t mom blogger dog lover",0
i really hate goodbyes,0
"18 lb bags are perfect for dogs you can fit in your purse. however for large breed dogs as the product states, this bag will last all of 4 days. amazon please list a subscribe and save for 50 lb bags.",0
"previously tried the 5 french roast from this company and while it was good coffee and a good deal this italian roast was exceptional. i'm not overly obsessive or fanatically cultish about coffee i don't like starbuck if that's any gauge preferred coffee connection in ma from back in the day . i require something dark, not bitter, and strong to use in a french press or to make espresso with. this italian roast was chocolatey and very smooth with no bitterness whatsoever. it makes fabulous cappuccinos that seem nicely sweet with just the foamed milk. the beans were dark and oily they were not stale. shipped quick, adequate and not overdone packaging.i've been poking around for a versatile daily drinker for sometime and believe this is it. very satisfying,quite delicious.",1
"a waste of time, talent and shelf space, this is a truly abysmal film. what are big leaguers like keanu reeves, cameron diaz and dan aykroyd wasting their time being in such rubbish?. petty criminal reeves turns up to his brothers vincent d'onofrio wedding and ends up leaving with the bride. a comedy?, thriller?, romance? i honestly do not know! reeves is wooden in the lead and casting dan aykroyd as a cop is so dreadful it has to be seen to be believed!. only bright spot from a dark dark tunnel is diaz and even she isn't that good. rent out something else. everyone involved with this mess should hold there heads in utter shame and prey that it gets lost in oblivion in the years to come.",0
"uk born australian helmer alex frayne calls for attention with his strange, necessitating a meticulous read, visually stunning modern love 2006 . following the steps of a man incapable of controlling a drastic personality change spurred by the death of a close relative pic offers a fascinating examination of human psychology. distributed by accent film australia.john mark constable , his wife emily victoria hill , and their son edward william traeger arrive in a small southern town to take care of his deceased uncle's don barker property. while emily and edward check into a local hotel john begins to question the locals about uncle tom's death some say that he committed suicide, some are unwilling to talk. puzzled john comes up with a theory of his own uncle tom is alive and well, hiding in the nearby bushes.if not for the occasional lines of dialog used to ease its heavy atmospheric tone modern love could have been easily mistaken for a sokurov film. shot with a 16mm camera its washed out color scheme is strangely evocative of the russian director's reflective forays into human agony. perhaps it isn't a coincidence that it was at the moscow international film festival where modern love had its premiere.looking under the surface of this unique collage of intoxicating visuals however reveals a slightly different picture while sokurov's films tend to remain painfully intimate, to a point where they intentionally detach the main protagonists from the surrounding environment by blurring everything into a large splash of the director's preferred yellow, modern love very much feeds off the australian countryside. john's gradual psychological transformation is dependent on it and the more the story progresses the more it becomes obvious that nature was an integral part of frayne's vision.in sokurov's the second circle a young man returns to the russian countryside to bury his deceased father. in the shack where the old man once lived everything is covered with dust. he gathers the few old clothes scattered around and places the body of his father in a coffin. then he bids goodbye and buries it. the rest of the film is a prolonged reflection on the collapse of the soviet system, the loneliness and dissatisfaction many were left dealing with.in modern love, somewhat ironically, love is nowhere to be seen. on the contrary it is pain, loneliness, and dissatisfaction with modernity that suddenly invade john's life. unlike the second circle however here the main protagonist has the opportunity to re embrace his modern life. his wife and son await him, yet, he walks away. slowly but surely the present begins to disintegrate under the weight of a somewhat confusing past.i doubt frayne intended for modern love to be so strikingly similar to what sokurov did in the second circle. yet, the pacing, and in particular the puzzling framing, are precisely what transforms this film into a near meditative experience a difficult and enormously brittle approach to deconstructing human psychology the two directors have mastered to perfection.mark constable delivers a top notch performance as john adding even greater depth to his highly challenging character. his facial expressions are outstanding. both victoria hill and william traeger match perfectly with their performances pic's tense visual style.",1
"this movie makes a statement about joseph smith, what he stood for, and what the lds church believes. with all the current media coverage of a certain fugitive people have confused the lds church with the flds church and criminal fugitive warren jeffs. jeffs is not associated with the lds church yet media groups internationally have asked for comments about jeffs from the lds church. jeffs is not mentioned in the movie at all but i think that it is ironic that this movie with all it's points about joseph also point away from the fews of the flds church and their leader at this time in the media world. this is a movie about joseph smith and a great one at that. some of the most obvious differences between jeffs and joseph is portrayed in joseph's humanity, acceptance and love. jeffs views and opinions differ greatly from joseph smith and the lds church and it is seen in this movie. jeffs thinks of the negro as devils. joseph smith knew they were children of god and gave up his wife's favorite horse to a african american former slave to buy his son's freedom. joseph is shown doing housework for his wife emma and is criticized by a member until joseph tells him that a man may lose his wife in the next life if she chooses not to stay with her husband and that doing chores is a way to help and cherish your wife. jeffs brought one of his polygamist wives to her knees in front of a class full of students by grabbing her braid and twisting it painfully till she came to her knees. lastly joseph participated with law enforcement and sought aid from the government at all times. jeffs thumbs his nose at government and flees at all times.i loved this movie and if you don't know much about joseph smith and what the lds church believes, then this is the movie to see. and if you had confused the lds church with the flds church then you really need to get your act together. we are not much different from anyone who believes in jesus christ, the sanctity of marriage and the family, as well a patriotic to our homeland and country. we are all different as well just like you can find different protestants, presbyterians, methodist, baptist and catholics. what's important is our message and what we stand for. this movie trys to portray that but there is so much of joseph's life that can't be covered in a mere 2 hour movie. this was a really great show.",1
"this comic book style film is funny, has nicely paced action and a great futuristic style to it. writer steven de souza, who also wrote commando, gives arnie plenty of lines to dish out send me a copy, after signing a contract and stabbing a pen into the lawyers back what a pain in the neck, after strangling subzero with barbed wire he had to split, after slicing his body between his legs and finally, as killian slams through a billboard bearing his own face, arnie concludes, now that hit the spot. funnily enough, bears some similarities total recall, another sci fi flick starring schwarzenegger.",1
love this product and enjoy the taste. i recommend only one per dayas it does have a de toxifying effect. the latte tastes wonderful andis a personal favorite. the organo gold black coffee has no bitter aftertaste at all. i normally use creamer but could drink this without it ifi had to. will order from the same seller as before and probably buy theorgano gold black since it is a little more economical with 30 packetsper box. excellent product and great taste!,1
"bogdonovich's mostly unheralded classic is a film unlike just about any other. a film that has the feel of a fairy tale, but has a solid grounding in reality due to its use of authentic manhattan locations and true geography, perhaps the best location filming in nyc i've ever seen. john ritter reminds us that with good directors bogdanovich, blake edwards, billy bob he can be brilliant, and the entire ensemble is a group you'll wish truly existed so you could spend time with em. one of the few romantic comedies of the last 20 years that doesn't seem to be a rip off of something else, this is the high point of bogdanovich's fertile after success career, when his best work was truly done saint jack , at long last... , noises off .",1
"the good things first i agree with another viewer who said that gene raymond has a marvelous drunk scene. he does i was tickled to finally get a chance to laugh. and there were other moments i found amusing raymond's parents in the bathroom with the defective plumbing, and the scene in the restaurant with robert montgomery trying to make carole lombard jealous by mouthing sweet nothings to a stranger. but overall, i was dismayed. i love carol lombard and most of hitchcock. and i understand the restrictions laid on productions by the hays code. but this was embarrassing and awful to watch. of course i knew they'd end up together, this is a romantic comedy after all. but it made no sense, it happened too fast. plus i can't believe the professions of love when confronted with such hurtful behavior, both physical and confrontational.",0
"hah, pretty cool o and by the way... are you planning and the guys to come to south america? chile ? it'd be amazing",1
